101	102
101	104
101	107
101	125
101	165
101	168
101	170
101	176
101	180
101	181
101	182
101	209
101	210
101	248
101	306
101	329
101	330
101	340
101	349
101	352
101	355
101	356
101	359
101	364
101	365
101	368
101	372
101	373
101	383
101	433
101	438
101	439
101	441
101	448
101	466
101	471
101	484
101	526
101	538
101	575
101	626
101	691
101	697
101	758
101	799
101	806
101	807
101	809
101	839
101	856
101	859
101	868
101	937
101	957
101	985
101	1071
101	1270
101	1271
101	1340
101	1403
101	1418
101	1503
101	1523
101	1530
101	1567
101	1613
101	1652
101	1742
101	1754
101	1771
101	1849
101	1853
101	1889
101	2056
101	2071
101	2429
101	3200
101	4731
101	5622
101	6167
101	6208
101	6520
101	6625
101	8037
101	8490
101	8996
101	11036
101	11494
101	17853
101	20526
101	22876
101	22909
101	26600
101	26621
101	40205
101	40495
101	40588
101	41474
101	42029
101	42395
101	43733
101	44997
101	58271
101	59207
101	61528
101	63196
101	70651
101	90932
101	100041
101	125404
101	139311
101	157454
101	157565
101	220543
101	222071
101	224282
101	259165
101	276617
101	309831
101	324554
101	341114
101	342669
101	368689
101	457091
101	530075
101	558633
101	575813
101	612203
101	617012
101	686334
101	760617
101	771765
101	796399
101	809173
101	824974
101	834879
101	878189
101	909053
101	940037
101	969816
101	999166
101	1000864
101	1002219
101	1037834
101	1055395
101	1061282
101	1062249
101	1159389
101	1191577
101	1205534
101	1257660
101	1297752
101	1413229
101	1443525
101	1495807
101	1586569
101	1677677
101	1712926
101	1813566
101	1829152
101	1865108
101	1868580
101	1879618
101	1901913
101	1902589
101	1908369
101	1908686
101	2008734
101	2022443
101	2040545
101	2132651
101	2153990
101	2265288
101	2334002
101	2439369
101	2468801
101	2663473
101	2777587
101	2946699
101	3275468
101	3943888
101	4288251
101	4372102
101	4376287
101	4563588
101	4840576
101	5320411
101	5461240
101	5800313
101	5861159
101	5974820
101	6091584
101	7573265
101	8960299
101	9039841
101	9717371
101	10598647
101	14476676
101	14647523
101	17558031
101	22076483
101	23636849
101	28654441
102	181
102	794
102	798
102	804
102	811
102	814
102	821
102	996
102	6319
102	6533
102	40495
102	148648
102	861441
102	967502
102	1077747
102	2806491
102	9229534
102	17838679
104	1143
104	628701
104	2438054
107	134
107	385
107	386
107	520
107	634835
107	834879
107	2743054
107	13312740
114	168
114	183
114	185
114	209
114	210
114	236
114	483
114	1130
114	8783
114	91770
114	102664
114	119935
114	624578
114	868802
114	2243381
114	3014653
114	23130519
123	21544
123	29953
123	33708
123	51850
123	77367
123	77539
123	96454
123	96542
123	105659
123	125655
123	134676
123	169632
123	173927
123	184962
123	202744
123	211307
123	221024
123	232600
123	239912
123	240043
123	246159
123	259050
123	270511
123	310189
123	367201
123	375221
123	387719
123	392280
123	409039
123	542315
123	565579
123	613346
123	643507
123	648765
123	720508
123	743487
123	794202
123	862114
123	882824
123	885681
123	908404
123	930009
123	930889
123	931617
123	973296
123	1093328
123	1127743
123	1160569
123	1213625
123	1384995
123	1452890
123	1470840
123	1681233
123	1714161
123	1718435
123	1739853
123	1783706
123	1845982
123	1919396
123	1951911
123	1954836
123	1975151
123	2060703
123	2180097
123	2232023
123	2233728
123	2343173
123	2353468
123	2376601
123	2445888
123	2668662
123	2814470
123	2877335
123	4029726
123	4922035
123	4968839
123	5318992
123	5432306
123	5544587
123	5778421
123	5882138
123	6364978
125	319
125	320
125	321
125	323
125	325
125	326
125	327
125	330
125	337
125	339
125	372
125	384
125	449
125	466
125	472
125	506
125	511
125	937
125	1817
125	8490
125	17853
125	21359
125	61528
125	351253
125	378198
125	500821
125	1097385
125	1194747
125	2255890
125	6366331
125	40141820
134	166
134	172
134	671
134	71994
134	137315
134	349531
134	857247
134	858599
134	923556
134	995675
134	1323582
134	3358865
134	3372812
134	3549666
134	4407092
134	22937652
146	147
146	151
146	163
146	13895
146	17783
146	19257
146	23062
146	24222
146	26122
146	27005
146	28996
146	32564
146	37746
146	38478
146	49918
146	55174
146	55594
146	55674
146	70215
146	77530
146	81478
146	81718
146	82385
146	91212
146	106796
146	117425
146	127856
146	133620
146	145126
146	147351
146	153411
146	163286
146	196278
146	215988
146	219151
146	220935
146	258938
146	269162
146	284895
146	296680
146	305443
146	315630
146	325399
146	329832
146	331441
146	342593
146	345655
146	380067
146	388712
146	402334
